"K_SGH";"K_AFD";"V_AFDNAVN";"K_FRADTO";"D_TILDTO";"D_AJODTO";"C_SPECIALE1";"C_SPECIALE2";"C_SPECIALE3";"C_SPECIALE4"
"7699";"99 ";"Anden rekvirent, Region Midtjylland, afdeling";"2009-01-01";"2500-01-01";"2009-06-23";NULL;NULL;NULL;NULL
"8003";"061";"MEDICINSK AFDELING D";"1983-01-01";"1983-12-31";"1983-01-01";"001";NULL;NULL;NULL
"8003";"069";"MEDICINSK AMBULATORIUM D";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"8003";"069";"MEDICINSK AMBULATORIUM D";"1983-01-01";"1983-12-31";"1983-01-01";"001";NULL;NULL;NULL
"8003";"07 ";"Ven Kirurgisk Område";"2006-01-01";"2500-01-01";"2009-12-02";NULL;NULL;NULL;NULL
"8003";"071";"ALMEN-KIRURGISK AFDELING A";"1976-04-01";"1982-12-31";"1976-04-01";"030";NULL;NULL;NULL
"8003";"071";"ALMEN-KIRURGISK AFDELING A";"1983-01-01";"1987-12-31";"1983-01-01";"030";NULL;NULL;NULL
"8003";"179";"AMB. FOR ALKOHOLSKADEDE";"1988-01-01";"1990-12-31";"1988-01-01";"050";NULL;NULL;NULL
"8003";"204";"HJR Pandemi Hjørring";"2009-09-01";"2500-01-01";"2009-09-04";"001";NULL;NULL;NULL
"8003";"206";"Frh Diagnostisk Center Vendsyssel";"2011-01-01";"2500-01-01";"2010-11-26";"001";NULL;NULL;NULL
"8003";"207";"FRH Medicinsk Ambulatorium";"2008-01-01";"2500-01-01";"2009-12-02";"001";NULL;NULL;NULL
"8003";"208";"Hjr Medicinsk Skadestue";"2008-01-01";"2012-11-02";"2012-10-25";"001";NULL;NULL;NULL
"8003";"209";"HJR Medicinsk Ambulatorium";"2008-01-01";"2500-01-01";"2009-12-02";"001";NULL;NULL;NULL
"8003";"25 ";"Frh Gynækologisk-Obstetrisk område";"2006-01-01";"2009-11-12";"2009-11-03";NULL;NULL;NULL;NULL
"8003";"251";"Frh Gyn.-Obst. Sengeafdeling";"2003-01-01";"2009-11-12";"2009-11-03";"038";NULL;NULL;NULL
"8003";"256";"Frh Gyn.-Obst. Dagafdeling";"2003-01-01";"2009-11-12";"2009-11-03";"038";NULL;NULL;NULL
"8003";"259";"Frh Gyn.-Obst. Ambulatorium";"2003-01-01";"2009-11-12";"2009-11-03";"038";NULL;NULL;NULL
"8003";"26 ";"Hjr Onkologisk kontrolamb.";"2006-01-01";"2010-02-28";"2010-02-18";NULL;NULL;NULL;NULL
"8003";"39 ";"Ven Terapiområdet";"2007-01-01";"2500-01-01";"2010-01-08";NULL;NULL;NULL;NULL
"8003";"396";"Hjr Ergoterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"397";"Hjr Fysioterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"39D";"Brø Fysioterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"39E";"Brø Ergoterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"39F";"Frh Fysioterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"39G";"Frh Ergoterapien";"2007-01-01";"2500-01-01";"2009-12-02";"098";NULL;NULL;NULL
"8003";"40 ";"Ven Anæstesi/Intensiv - Sgh. Vendsyssel";"2011-04-01";"2500-01-01";"2011-02-22";NULL;NULL;NULL;NULL
"8003";"401";"Hjr Intensiv Afdeling";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8003";"407";"Frh Anæstesi";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"39I";"ALB Ergoterapien NORD";"2003-01-01";"2009-09-11";"2009-09-03";"098";NULL;NULL;NULL
"8001";"39J";"DRO Ergoterapien";"2003-01-01";"2009-09-11";"2009-09-03";"098";NULL;NULL;NULL
"8001";"39K";"BRO Ergoterapien";"2003-01-01";"2009-09-11";"2009-09-03";"098";NULL;NULL;NULL
"8001";"46 ";"Alb Akut- og Traumecenter";"2006-01-01";"2500-01-01";"2011-05-12";NULL;NULL;NULL;NULL
"7692";"010";"BØRNEPSYKIATRISK AFSNIT,AFD. C";"1993-01-01";"1994-12-31";"1993-01-01";"052";NULL;NULL;NULL
"7692";"010";"Børnepsykiatrisk afsnit";"1995-01-01";"2012-12-01";"2012-11-23";"052";NULL;NULL;NULL
"7692";"016";"BØRNEPSYKIATR. DAGAFSNIT,AFD.C";"1993-01-01";"1994-12-31";"1993-01-01";"052";NULL;NULL;NULL
"7692";"016";"Børnepsykiatrisk dagafsnit";"1995-01-01";"2012-12-01";"2012-11-23";"052";NULL;NULL;NULL
"7692";"019";"BØRNEPSYKIATRISK AMB., AFD. C";"1993-01-01";"1994-12-31";"1993-01-01";"052";NULL;NULL;NULL
"7692";"019";"Børnepsykiatrisk ambulatorium";"1995-01-01";"2012-12-01";"2012-11-23";"052";NULL;NULL;NULL
"7692";"02 ";"Ungdomspsykiatrisk Afdeling";"2006-01-01";"2012-12-01";"2012-11-23";NULL;NULL;NULL;NULL
"7692";"020";"UNGDOMSPSYK. AFSNIT, AFD. C";"1993-01-01";"1994-12-31";"1993-01-01";"050";NULL;NULL;NULL
"7693";"01 ";"Regionspsykiatrien Skive";"2006-01-01";"2012-12-01";"2012-11-23";NULL;NULL;NULL;NULL
"7693";"011";"DØGNHUS (HELDØGNSPATIENTER)";"1993-07-03";"1993-12-31";"1993-07-03";"050";NULL;NULL;NULL
"7693";"011";"DØGNHUS (HELDØGNSPATIENTER)";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"7693";"011";"Døgnhuset";"1995-01-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7693";"016";"DAGHUS (DAG/DELDØGNSPATIENTER)";"1993-07-03";"1993-12-31";"1993-07-03";"050";NULL;NULL;NULL
"7693";"016";"DAGHUS (DAG/DELDØGNSPATIENTER)";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"7693";"016";"Daghus (dag/deldøgnspatienter)";"1995-01-01";"2007-04-30";"2007-04-19";"050";NULL;NULL;NULL
"7693";"019";"TEAMFUNKTION (AMBULANTFUNKT.)";"1993-07-03";"1993-12-31";"1993-07-03";"050";NULL;NULL;NULL
"7693";"019";"TEAMFUNKTION (AMBULAT.FUNKT.)";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"7693";"019";"Teamet";"1995-01-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7693";"01D";"Dagbehandling";"2009-07-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7693";"01M";"Psykiatrisk Mobilteam";"2009-07-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7603";"118";"ORGANKIRURGISK SKADESTUE";"1995-01-01";"1995-12-31";"1995-01-01";"030";NULL;NULL;NULL
"7603";"118";"Thy Kirurgisk Skadestue";"1996-01-01";"2500-01-01";"2010-12-21";"030";NULL;NULL;NULL
"7603";"119";"ORGANKIRURGISK AMBULATORIUM";"1995-01-01";"1995-12-31";"1995-01-01";"030";NULL;NULL;NULL
"7603";"119";"Thy Kirurgisk Overambulatorium";"1996-01-01";"2500-01-01";"2011-05-26";"030";NULL;NULL;NULL
"7603";"12 ";"Thy Ergoterapi Overafdeling";"2006-01-01";"2500-01-01";"2011-05-26";NULL;NULL;NULL;NULL
"7603";"121";"Thy Ergoterapiafdeling";"2000-01-01";"2500-01-01";"2011-05-26";"098";"012";NULL;NULL
"7603";"129";"Ergoterapi -Thisted";"2000-01-01";"2009-11-07";"2009-10-30";"098";"012";NULL;NULL
"7603";"46 ";"Thy Akutmodtagelsen";"2012-11-01";"2500-01-01";"2012-10-26";NULL;NULL;NULL;NULL
"7603";"461";"Thy Akut Modtageafdeling";"2012-11-01";"2500-01-01";"2012-10-26";"099";NULL;NULL;NULL
"7603";"468";"Thy Skadestue";"2012-11-01";"2500-01-01";"2012-10-26";"099";NULL;NULL;NULL
"7603";"90 ";"Teknisk afd., Sygehus Thy-Mors, Nykøbing-Thisted";"2006-01-01";"2009-11-07";"2009-10-30";NULL;NULL;NULL;NULL
"7603";"900";"Teknisk afdeling";"2000-01-01";"2009-11-07";"2009-10-30";"099";NULL;NULL;NULL
"7604";"010";"NARKOSEAFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"7604";"010";"NARKOSEAFDELING";"1983-01-01";"1994-12-31";"1983-01-01";"084";NULL;NULL;NULL
"7618";"01 ";"Øre-Næse-halsklinikkerne, Thisted/Nykøbing Mors, afdeling";"2011-05-01";"2500-01-01";"2011-07-12";NULL;NULL;NULL;NULL
"7618";"010";"Øre-Næse-halsklinikkerne, Thisted beh.afsnit";"2011-05-01";"2500-01-01";"2011-07-12";"046";NULL;NULL;NULL
"7618";"011";"Øre-Næse-halsklinikkerne, Nykøbing Mors,beh.afsnit";"2011-05-01";"2500-01-01";"2011-07-12";"046";NULL;NULL;NULL
"7688";"999";"Anden rekvirent, Viborg Amt";"2000-01-01";"2009-07-01";"2009-06-23";"099";NULL;NULL;NULL
"7690";"01 ";"Almen voksenspsykiatri afd. Thy/Mors";"2006-01-01";"2009-05-26";"2009-05-18";NULL;NULL;NULL;NULL
"7690";"011";"DØGNHUS (HELDØGNSPATIENTER)";"1991-02-19";"1993-12-31";"1991-02-19";"050";NULL;NULL;NULL
"7690";"011";"DØGNHUS (HELDØGNSPATIENTER)";"1994-01-01";"1994-12-31";"1994-01-01";"050";NULL;NULL;NULL
"7690";"011";"Døgnhus Thy/Mors(heldøgnspatienter)";"1995-01-01";"2009-05-26";"2009-05-18";"050";NULL;NULL;NULL
"7690";"027";"TEAMFUNKTIONHANSHOLM-THISTED";"1999-11-08";"1999-12-31";"1999-12-02";"050";NULL;NULL;NULL
"7690";"029";"TEAMFUNKTION MORSØ-SYDTHY";"1998-01-01";"1999-11-07";"1999-10-07";"050";NULL;NULL;NULL
"8001";"461";"Akut medicinsk modtageafsnit";"2002-01-01";"2003-09-30";"2003-12-19";"001";NULL;NULL;NULL
"8001";"461";"Alb Akut Medicinsk Modtageafs.";"2003-10-01";"2012-10-04";"2012-09-27";"001";NULL;NULL;NULL
"8001";"461";"Alb Akut Modtageafdeling";"2012-10-05";"2500-01-01";"2012-09-27";"084";NULL;NULL;NULL
"8001";"462";"ALB Pandemi SYD";"2009-08-01";"2500-01-01";"2009-10-30";"001";NULL;NULL;NULL
"8001";"463";"ALB Pandemi NORD";"2009-08-01";"2500-01-01";"2009-08-19";"001";NULL;NULL;NULL
"8001";"468";"Alb Skade-/Modtageafsnit A";"2011-04-01";"2012-10-04";"2012-09-27";"084";NULL;NULL;NULL
"8001";"468";"Alb Skade-Modtageafsnit";"2012-10-05";"2500-01-01";"2012-09-27";"084";NULL;NULL;NULL
"8001";"47 ";"Overafdeling";"2006-01-01";"2009-09-10";"2009-09-02";NULL;NULL;NULL;NULL
"8001";"479";"ALB Samarbejdende ambulatorier";"2003-01-01";"2009-09-10";"2009-09-02";"001";NULL;NULL;NULL
"8001";"48 ";"Dro Medicinsk Område";"2006-01-01";"2500-01-01";"2009-10-30";NULL;NULL;NULL;NULL
"8001";"509";"Alb Plastikamb";"2005-01-01";"2500-01-01";"2009-10-30";"033";NULL;NULL;NULL
"8001";"51 ";"Alb Mammakirurgisk Område";"2006-01-01";"2500-01-01";"2009-10-30";NULL;NULL;NULL;NULL
"8001";"511";"Alb Mammakirurgisk Sengeafd.";"2006-01-01";"2500-01-01";"2009-10-30";"030";NULL;NULL;NULL
"8001";"519";"Alb Mammakirurgisk Amb.";"2006-01-01";"2500-01-01";"2009-10-30";"030";NULL;NULL;NULL
"8003";"033";"FYSIOTERAPI";"1990-01-01";"1990-12-31";"1990-01-01";"012";NULL;NULL;NULL
"7699";"999";"Anden rekvirent, Region Midtjylland, beh. afsnit";"2009-01-01";"2500-01-01";"2009-06-23";"099";NULL;NULL;NULL
"8001";"011";"INTENSIV TERAPIAFDELING 103";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"8001";"011";"INTENSIV TERAPIAFDELING 103";"1983-01-01";"1994-12-31";"1983-01-01";"084";NULL;NULL;NULL
"8001";"011";"Intensiv terapiafdeling 103";"1995-01-01";"2004-01-01";"2004-02-27";"084";NULL;NULL;NULL
"8001";"012";"ANÆSTHESIOLOGISK AFD., NORD";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"8001";"023";"INTENSIV TERAPIAFD., NEUROKIR.";"1983-01-01";"1994-12-31";"1983-01-01";"084";NULL;NULL;NULL
"8001";"023";"Intensiv terapiafd., neurokir.";"1995-01-01";"2003-12-31";"2003-12-19";"084";NULL;NULL;NULL
"8001";"029";"Smerteklinik";"1997-01-01";"2003-12-31";"2003-12-19";"084";NULL;NULL;NULL
"8001";"240";"PATOLOGISK INSTITUT";"1983-01-01";"1987-12-31";"1983-01-01";"065";NULL;NULL;NULL
"8001";"240";"PATOLOGISK INSTITUT";"1988-01-01";"1990-12-31";"1988-01-01";"065";NULL;NULL;NULL
"8001";"240";"PATOLOGISK INSTITUT";"1991-01-01";"1994-12-31";"1991-01-01";"065";NULL;NULL;NULL
"8001";"240";"Alb Patologisk Institut";"1995-01-01";"2500-01-01";"2010-08-31";"065";NULL;NULL;NULL
"8001";"25 ";"Alb Børneområde";"2006-01-01";"2500-01-01";"2005-12-14";NULL;NULL;NULL;NULL
"8001";"251";"BØRNEAFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"080";NULL;NULL;NULL
"8001";"251";"BØRNEAFDELING";"1983-01-01";"1987-12-31";"1983-01-01";"080";NULL;NULL;NULL
"8001";"251";"BØRNEAFDELING";"1988-01-01";"1990-12-31";"1988-01-01";"080";NULL;NULL;NULL
"8001";"261";"RADIUMSTATION";"1976-04-01";"1982-12-31";"1976-04-01";"022";NULL;NULL;NULL
"8001";"261";"RADIUMSTATION";"1983-01-01";"1987-12-31";"1983-01-01";"022";NULL;NULL;NULL
"8001";"261";"RADIUMSTATION";"1988-01-01";"1990-12-31";"1988-01-01";"022";NULL;NULL;NULL
"8001";"261";"RADIUMSTATION";"1991-01-01";"1994-12-31";"1991-01-01";"022";NULL;NULL;NULL
"8001";"261";"Radiumstation";"1995-01-01";"2003-09-30";"2003-12-19";"022";NULL;NULL;NULL
"8001";"261";"Alb Onkologisk afd.";"2003-10-01";"2500-01-01";"2009-10-30";"022";NULL;NULL;NULL
"8001";"267";"Palliativt team";"1998-01-01";"2003-09-30";"2003-12-19";"022";NULL;NULL;NULL
"8001";"267";"Alb Palliative Team Onkologisk";"2003-10-01";"2500-01-01";"2011-03-30";"022";NULL;NULL;NULL
"8001";"269";"RADIUMSTATION, AMBULATORIUM";"1976-04-01";"1982-12-31";"1976-04-01";"022";NULL;NULL;NULL
"8001";"269";"RADIUMSTATION, AMBULATORIUM";"1983-01-01";"1987-12-31";"1983-01-01";"022";NULL;NULL;NULL
"8001";"271";"Alb Hjerte-lungekirurgisk afd";"2003-10-01";"2500-01-01";"2009-10-30";"034";"030";NULL;NULL
"8001";"279";"THORAX-KIRURGISK AMBULATORIUM";"1976-04-01";"1982-12-31";"1976-04-01";"034";"030";NULL;NULL
"8001";"279";"THORAX-KIRURGISK AMBULATORIUM";"1983-01-01";"1983-12-31";"1983-01-01";"031";"034";"030";NULL
"8001";"279";"THORAX-KAR-KIRURGISK AMB.";"1984-01-01";"1992-04-30";"1984-01-01";"034";"031";"030";NULL
"8001";"279";"THORAXKIRURGISK AMBULATORIUM";"1992-05-01";"1994-12-31";"1992-05-01";"034";"030";NULL;NULL
"7690";"029";"TEAMFUNKTION MORSØ-SYDTHY";"1999-11-08";"1999-12-31";"1999-12-02";"050";NULL;NULL;NULL
"7691";"01 ";"Regionspsykiatrien Viborg";"2006-01-01";"2010-01-17";"2010-01-08";NULL;NULL;NULL;NULL
"7691";"01 ";"Enhed for psykotiske lidelser";"2010-01-18";"2012-12-01";"2012-11-23";NULL;NULL;NULL;NULL
"7691";"010";"ALMENPSYKIATRISK AFSN.,AFD.A";"1993-01-01";"1994-12-31";"1993-01-01";"050";NULL;NULL;NULL
"7691";"010";"Almenpsyk.afsn.,Søndersøparken";"1995-01-01";"2002-12-31";"2002-10-31";"050";NULL;NULL;NULL
"7691";"010";"Almenpsykiatrisk Afsnit";"2003-01-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7691";"011";"Døgnhuset";"1999-11-08";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7691";"012";"Almenpsykiatrisk Ergoterapi";"2004-01-01";"2007-04-30";"2007-04-19";"098";NULL;NULL;NULL
"7691";"012";"Almenpsykiatrisk Afsnit, Skive/Nord";"2007-05-01";"2007-09-30";"2007-09-18";"050";NULL;NULL;NULL
"7691";"013";"Gerontopsykiatrisk Ergoterapi";"2004-01-01";"2007-04-30";"2007-04-19";"050";"098";NULL;NULL
"7691";"013";"Psykiatrisk Modtagelse";"2007-05-01";"2007-09-30";"2007-09-18";"050";NULL;NULL;NULL
"7691";"014";"Psykiatrisk Intensiv Afsnit";"2007-05-01";"2007-09-30";"2007-09-18";"050";NULL;NULL;NULL
"7691";"015";"Retspsykiatrisk Afsnit";"2007-05-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7691";"016";"ALMENPSYK. DAGAFSNIT, AFD. A";"1993-01-01";"1994-12-31";"1993-01-01";"050";NULL;NULL;NULL
"7691";"01P";"Psykoterapeutisk Specialteam";"2007-05-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7691";"01T";"Team for Misbrug og Psykiatri, Viborg";"2009-04-01";"2012-12-01";"2012-11-23";"050";NULL;NULL;NULL
"7691";"02 ";"Overafdeling, angst og tvangslidelser";"2008-01-01";"2010-01-17";"2010-01-08";NULL;NULL;NULL;NULL
"8001";"073";"FYSIOTERAPI, AFSNIT SYD";"1985-01-01";"1990-12-31";"1985-01-01";"012";NULL;NULL;NULL
"8001";"073";"FYSIOTERAPI, AFSNIT SYD";"1991-01-01";"1994-12-31";"1991-01-01";"012";NULL;NULL;NULL
"8001";"079";"Reumatologisk amb., afsnit syd";"1995-01-01";"2003-09-30";"2003-12-19";"012";"001";NULL;NULL
"8001";"079";"Alb Rheumatologisk amb";"2003-10-01";"2500-01-01";"2009-12-02";"012";"001";NULL;NULL
"8001";"08 ";"Alb Gyn.-obst. Område";"2006-01-01";"2500-01-01";"2009-12-02";NULL;NULL;NULL;NULL
"8001";"081";"GYNÆKOLOGISK-OBSTETRISK AFD.";"1976-04-01";"1982-12-31";"1976-04-01";"038";NULL;NULL;NULL
"8001";"081";"GYNÆKOLOGISK-OBSTETRISK AFD.";"1983-01-01";"1994-12-31";"1983-01-01";"038";NULL;NULL;NULL
"8001";"081";"Gynækologisk-obstetrisk afd.";"1995-01-01";"2003-09-30";"2003-12-19";"038";NULL;NULL;NULL
"8001";"081";"Alb Gyn.-Obst. Afdeling";"2003-10-01";"2500-01-01";"2009-12-02";"038";NULL;NULL;NULL
"7605";"046";"Kirurgisk deldøgnsafsnit";"1995-01-01";"1999-12-31";"2000-01-13";"030";NULL;NULL;NULL
"7605";"047";"SVANGREAMBULATORIUM";"1982-01-01";"1982-12-31";"1982-01-01";"030";NULL;NULL;NULL
"7605";"047";"SVANGREAMBULATORIUM";"1983-01-01";"1985-12-31";"1983-01-01";"030";"038";NULL;NULL
"7605";"048";"SKADESTUE";"1976-04-01";"1982-12-31";"1976-04-01";"030";NULL;NULL;NULL
"8001";"489";"Dro Medicinsk Ambulatorium";"2003-01-01";"2500-01-01";"2009-10-30";"001";NULL;NULL;NULL
"8001";"49 ";"Bro Medicinsk område";"2006-01-01";"2009-07-25";"2009-07-17";NULL;NULL;NULL;NULL
"8001";"491";"Bro Medicinsk sengeafdeling";"2003-01-01";"2009-07-25";"2009-07-17";"001";NULL;NULL;NULL
"8001";"499";"Bro Medicinsk ambulatorium";"2003-01-01";"2009-07-25";"2009-07-17";"001";NULL;NULL;NULL
"8001";"50 ";"Alb Plastikkirurgisk Område";"2006-01-01";"2500-01-01";"2009-10-30";NULL;NULL;NULL;NULL
"8001";"501";"Alb Plastikkirugisk sengeafd";"2005-01-01";"2500-01-01";"2009-10-30";"033";NULL;NULL;NULL
"8001";"502";"ALB Mammakirurgisk sengeafdeling";"2005-01-01";"2006-12-31";"2006-08-17";"033";NULL;NULL;NULL
"8001";"507";"ALB Mammakirurgisk ambulatorium";"2005-01-01";"2006-12-31";"2006-08-17";"033";NULL;NULL;NULL
"8001";"53P";"Far O-kir ambulatorium";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"54 ";"Alb 1.Afdeling Nord og Dronninglund";"2011-04-01";"2500-01-01";"2011-02-22";NULL;NULL;NULL;NULL
"8001";"540";"Alb Intensiv Afdeling Nord";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"547";"Dro Anæstesi";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"529";"Alb Klinisk Genetisk Amb";"2009-06-01";"2500-01-01";"2009-05-11";"068";NULL;NULL;NULL
"8001";"53 ";"Alb Ortopædkirurgisk Område";"2011-04-01";"2500-01-01";"2011-01-21";NULL;NULL;NULL;NULL
"8001";"531";"Alb O-kir sengeafdeling";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"533";"Hjr O-kir sengeafdeling";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"534";"Far O-kir sengeafdeling";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"535";"Frh O-kir sengeafdeling";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"536";"Alb O6 O-kir sammedagskirurgi";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"538";"ON Skadestuer";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"539";"Alb O-kir ambulant";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"53D";"Dro O-kir ambulatorium";"2011-04-01";"2500-01-01";"2011-01-21";"042";NULL;NULL;NULL
"8001";"53F";"Hjr O-kir sammedagskirurgi";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"53G";"Hjr O-kir ambulatorium";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"53H";"Frh O-kir sammedagskirurgi";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"53I";"Frh O-kir ambulatorium";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"53M";"Far O5 O-kir sammedagskirurgi";"2011-04-01";"2500-01-01";"2011-02-22";"042";NULL;NULL;NULL
"8001";"56 ";"Alb 3.Afdeling (TV)";"2011-04-01";"2500-01-01";"2011-02-22";NULL;NULL;NULL;NULL
"8001";"561";"Alb Intensiv Afdeling TIA";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"569";"Alb Anæstesi TV";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"57 ";"Alb 4.Afdeling (AHØR/Hobro)";"2011-04-01";"2500-01-01";"2011-02-22";NULL;NULL;NULL;NULL
"8001";"571";"Alb Intensiv Afdeling R";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"573";"Alb Opvågningen Syd";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"575";"Hob Intensiv Afdeling Hobro";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"576";"Alb Anæstesi H";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8005";"049";"KIRURGISK AMBULATORIUM";"1976-04-01";"1982-12-31";"1976-04-01";"030";NULL;NULL;NULL
"8005";"049";"KIRURGISK AMBULATORIUM";"1983-01-01";"1994-12-31";"1983-01-01";"030";NULL;NULL;NULL
"8005";"049";"Kirurgisk ambulatorium";"1995-01-01";"2003-12-31";"2003-12-19";"030";NULL;NULL;NULL
"8005";"05 ";"Far Rehabiliteringsområde";"2006-01-01";"2009-01-31";"2009-01-19";NULL;NULL;NULL;NULL
"8005";"051";"GENOPTRÆNINGSAFSNIT";"1991-01-01";"1991-12-31";"1991-01-01";"099";NULL;NULL;NULL
"8005";"06E";"HOB Ergoterapien Rehab.";"2008-09-01";"2009-12-10";"2009-12-01";"098";NULL;NULL;NULL
"8005";"06F";"Hob Fysioterapien";"2005-01-01";"2500-01-01";"2009-12-01";"098";NULL;NULL;NULL
"8005";"06G";"Hob Ergoterapien";"2005-01-01";"2500-01-01";"2009-12-01";"098";NULL;NULL;NULL
"8005";"06H";"Hob Fysioterapi Rehabilitering";"2010-01-01";"2500-01-01";"2010-03-02";"098";NULL;NULL;NULL
"8005";"06I";"Hob Ergoterapi Rehabilitering";"2010-01-01";"2500-01-01";"2010-03-02";"098";NULL;NULL;NULL
"8005";"08 ";"Far Rygcenter";"2006-01-01";"2009-01-31";"2009-01-19";NULL;NULL;NULL;NULL
"8005";"081";"VESTHIMMERLANDS RYGCENTER";"1995-01-01";"1995-12-31";"1995-01-01";"012";NULL;NULL;NULL
"8005";"089";"Vesthimmerlands rygcenter,amb.";"1995-01-01";"2003-09-30";"2003-12-19";"012";NULL;NULL;NULL
"8005";"089";"FAR Rygcenter Farsø sygehus";"2003-10-01";"2009-01-31";"2009-01-19";"012";NULL;NULL;NULL
"8005";"10 ";"Far Centrallaboratorium.";"2009-12-10";"2500-01-01";"2010-07-14";NULL;NULL;NULL;NULL
"8006";"010";"ANÆSTHESIOLOGISK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"084";NULL;NULL;NULL
"8006";"010";"ANÆSTHESIOLOGISK AFDELING";"1983-01-01";"1984-12-31";"1983-01-01";"084";NULL;NULL;NULL
"8006";"010";"ANÆSTESIOLOGISK AFD.";"1985-01-01";"1991-12-31";"1985-01-01";"084";NULL;NULL;NULL
"8006";"021";"MEDICINSK AFDELING";"1976-04-01";"1982-12-31";"1976-04-01";"001";NULL;NULL;NULL
"8006";"021";"MEDICINSK AFDELING";"1983-01-01";"1991-12-31";"1983-01-01";"001";NULL;NULL;NULL
"8003";"131";"ØRE-, NÆSE- OG HALSAFD. F";"1983-01-01";"1987-12-31";"1983-01-01";"046";NULL;NULL;NULL
"8003";"131";"ØRE-NÆSE-HALSAFDELING";"1988-01-01";"1990-12-31";"1988-01-01";"046";NULL;NULL;NULL
"8001";"549";"Alb Anæstesi Nord";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"55 ";"Alb 2.Afdeling (NOT/Farsø)";"2011-04-01";"2500-01-01";"2011-02-22";NULL;NULL;NULL;NULL
"8001";"551";"Alb Intensiv Afdeling NOTIA";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"556";"Alb Anæstesi K";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"557";"Alb Anæstesi O (incl. SDK)";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
"8001";"559";"Far Anæstesi";"2011-04-01";"2500-01-01";"2011-02-22";"084";NULL;NULL;NULL
